ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
608-21-8734|4240321153550514324|Ashlee|Bowman|F|08779 Little Green Suite 925|Skiatook|OK|74070|36.3725|-96.0123|13928|Food technologist|1954-06-07|145427461824|adults_50up_female_urban.json
096-65-8934|4581920487704|Jessica|Walters|F|32998 Gomez Knolls|New York City|NY|10028|40.7763|-73.9529|1577385|Waste management officer|1999-03-20|64178648472|adults_2550_female_urban.json
349-60-8895|4640858588382563|Michelle|Woods|F|08467 Dominique Tunnel Apt. 543|Pittsburgh|PA|15217|40.4308|-79.9205|687276|Investment banker, operational|1959-08-24|411187772893|adults_50up_female_urban.json
805-75-6420|4225018256247282|Jason|Chapman|M|01223 Miller Port Apt. 900|Donna|TX|78537|26.1671|-98.0529|39454|Trading standards officer|1970-09-23|720275316931|adults_50up_male_urban.json
404-22-7265|503866045092|Heather|Lee|F|4003 Brendan Trace|Thomasville|NC|27360|35.8713|-80.0913|46084|Chartered accountant|1983-03-16|242987434700|adults_2550_female_urban.json
380-98-3290|213122471193602|Melissa|Barnes|F|277 Luke Harbors|Reading|MA|01867|42.528|-71.109|23956|Office manager|1964-05-10|823281181278|adults_50up_female_urban.json
851-08-7767|6011643850095374|Christopher|Nelson|M|6231 Tonya Flat|Newark|NJ|07107|40.7607|-74.1882|277237|Paediatric nurse|2005-03-22|13377389452|young_adults_male_urban.json
812-80-4244|4642316544137277688|Ivan|Tapia|M|3494 Cindy Cape|Winston Salem|NC|27103|36.0671|-80.3025|250944|Health physicist|1972-11-15|471931004367|adults_50up_male_urban.json
485-42-5574|2687017999324205|Sonia|Mitchell|F|4441 Jackson Grove|New York City|NY|10036|40.7597|-73.9918|1577385|Location manager|1951-05-13|856538458652|adults_50up_female_urban.json
816-26-8209|6579025485362680|Laura|Campbell|F|38641 Tiffany Alley Suite 385|Cumming|GA|30041|34.2037|-84.1031|129584|Intelligence analyst|2000-05-29|813817742442|adults_2550_female_urban.json
179-12-6404|3535990093781466|Anthony|Burns|M|143 Wagner Pike Suite 437|West Des Moines|IA|50266|41.5695|-93.7994|55278|Arts development officer|1977-02-11|800565494152|adults_2550_male_urban.json
085-70-7396|4646726368154185|Jake|Holmes|M|27729 Alex Path|Rohnert Park|CA|94928|38.347|-122.6941|43170|Insurance account manager|1973-10-06|44386431879|adults_50up_male_urban.json
466-84-9210|6011435660503378|Derek|Coleman|M|06773 Lisa Mountains|Seabeck|WA|98380|47.5913|-122.8686|4173|Community arts worker|1990-09-25|198151062068|adults_2550_male_urban.json
188-54-6723|30419087886533|Jonathan|Rivera|M|7396 Kevin Via|Cedar Rapids|IA|52405|41.9804|-91.7098|134152|Doctor, general practice|1957-01-01|565631626140|adults_50up_male_urban.json
633-65-7891|6011550492217045|Matthew|Hoffman|M|670 Myers Ferry|Fitchburg|MA|01420|42.5796|-71.8031|40337|Biochemist, clinical|1977-08-07|76289513813|adults_2550_male_urban.json
782-21-9468|4739928919827180|Christian|Park|M|71708 Short Inlet|Farrell|PA|16121|41.211|-80.4944|4941|Tree surgeon|2007-09-07|185810655536|young_adults_male_urban.json
602-38-2585|569831354901|Brian|Howard|M|0692 Christina Viaduct Suite 305|Costa Mesa|CA|92627|33.6483|-117.9155|110851|Further education lecturer|1966-10-14|669998723980|adults_50up_male_urban.json
167-35-3802|180030217816783|Shannon|Smith|F|431 Ware Pines Apt. 164|San Carlos|CA|94070|37.4969|-122.2674|29166|Telecommunications researcher|1964-01-18|798524649285|adults_50up_female_urban.json
146-84-8373|2270370170926402|Jill|Williams|F|808 Shawn Locks|Columbia|TN|38401|35.6156|-87.038|54469|Dealer|1947-05-24|182659341875|adults_50up_female_urban.json
425-71-2849|4485007288959274|Lynn|Davis|F|069 Jennifer Lights Apt. 276|Canal Fulton|OH|44614|40.8887|-81.5773|12595|Nurse, children's|1988-06-08|13453691736|adults_2550_female_urban.json
034-68-2187|569170263440|Derrick|Nguyen|M|245 Yoder Common Apt. 042|Beaverton|OR|97007|45.4505|-122.8652|183865|Hydrogeologist|1992-12-19|722251605940|adults_2550_male_urban.json
221-53-9776|676212375304|Catherine|Blankenship|F|0396 Smith Throughway Suite 365|Claremont|CA|91711|34.1092|-117.7183|35705|Contracting civil engineer|1955-09-21|841145557908|adults_50up_female_urban.json
316-06-5767|346481875403649|Ryan|Nolan|M|59773 Hill Station|New York City|NY|10025|40.7975|-73.9683|1577385|Office manager|1996-06-20|164974477905|adults_2550_male_urban.json
131-30-7011|630467998641|Lauren|Anderson|F|722 Stephanie Ferry Suite 226|Baltimore|MD|21211|39.3316|-76.6336|635495|Surveyor, rural practice|1966-09-21|140101328984|adults_50up_female_urban.json
394-54-6524|2499623569992996|Rick|Gross|M|58768 Mckinney Mission|Bothell|WA|98011|47.7497|-122.2159|107070|Tree surgeon|1943-05-17|408826302106|adults_50up_male_urban.json
013-39-1990|4820849315392|Joseph|Lopez|M|26000 Keith Causeway|Fort Myers|FL|33966|26.5824|-81.832|224256|Psychologist, prison and probation services|1968-10-05|442080752899|adults_50up_male_urban.json
861-79-1104|4049134103897528729|Andrew|Salazar|M|564 Julia Shores Apt. 405|Westport|MA|02790|41.6211|-71.089|15717|Web designer|1951-12-29|781553571017|adults_50up_male_urban.json
155-08-8497|4530976691948964|Beth|Pace|F|568 Natasha Corner|Orrville|OH|44667|40.8458|-81.7741|13481|Public relations account executive|1970-01-30|402261834113|adults_50up_female_urban.json
644-01-7350|3561869572404344|Katherine|Martinez|F|3137 Jefferson Court|Marion|IL|62959|37.7257|-88.9294|26948|Administrator, Civil Service|1982-05-15|545683453889|adults_2550_female_urban.json
508-26-2779|2550361920259997|Nathan|Garza|M|37034 Lisa Walk Suite 474|Richardson|TX|75082|32.9865|-96.686|99347|Statistician|1950-09-04|2615350412|adults_50up_male_urban.json
506-56-0421|36235107651911|Rachel|Soto|F|73289 Miller Knoll Suite 340|Northwood|OH|43619|41.608|-83.4806|7499|Trade union research officer|1939-03-21|80805270136|adults_50up_female_urban.json
814-46-8338|585811574490|James|Diaz|M|0770 Justin Radial|Brooklyn|NY|11222|40.7272|-73.9498|2504700|Financial trader|1964-12-30|914365297353|adults_50up_male_urban.json
735-40-5226|4840398221803966206|Cynthia|Watson|F|407 Edward Islands Apt. 951|Bonita Springs|FL|34135|26.3771|-81.7334|51427|Museum/gallery exhibitions officer|1965-06-05|761422473317|adults_50up_female_urban.json
727-77-3386|4562303974401|Jonathan|Hunter|M|7089 Riddle Canyon|Freeport|NY|11520|40.6536|-73.5866|43341|Therapist, occupational|1974-11-17|43672033191|adults_50up_male_urban.json
733-16-9822|3584311326611588|Desiree|Morgan|F|2632 Daniel Shoal|Chesterfield|VA|23838|37.3333|-77.6343|49080|Operational researcher|1971-02-13|322261483179|adults_50up_female_urban.json
818-88-2604|4539707745447088|Michael|Shelton|M|317 Keith Summit|Franklin|IN|46131|39.4854|-86.0608|31036|Buyer, retail|1947-06-23|682139050830|adults_50up_male_urban.json
348-94-3996|3567662623596059|Crystal|Smith|F|84025 Hess Mission Apt. 368|Saint Petersburg|FL|33713|27.789|-82.6779|341043|Oncologist|1980-06-22|360985209536|adults_2550_female_urban.json
403-31-0681|6536050281640982|Laurie|Smith|F|091 Brian Streets|Boston|MA|02119|42.3231|-71.0846|386505|Fast food restaurant manager|1936-10-06|32809661232|adults_50up_female_urban.json
374-18-0382|3552375979531920|Tracy|Williams|F|27574 Scott Groves Apt. 054|Creedmoor|NC|27522|36.1124|-78.6476|12335|Surveyor, hydrographic|1970-11-14|665559489402|adults_50up_female_urban.json
711-37-5397|4180818965580|Christine|Mercado|F|6622 Hernandez Park Suite 056|Sacramento|CA|95838|38.6406|-121.444|757530|Museum/gallery conservator|1978-07-30|257749884959|adults_2550_female_urban.json
106-54-2287|4070472660235158507|Andrea|Friedman|F|73167 Leslie Center|Plainview|TX|79072|34.1962|-101.7259|28849|Loss adjuster, chartered|1976-11-23|483297892147|adults_2550_female_urban.json
064-48-2113|4413395479406453|Cindy|Frazier|F|790 Sharp Crossing Apt. 898|Harrisburg|PA|17110|40.303|-76.8862|165527|Occupational therapist|1967-06-19|929002904576|adults_50up_female_urban.json
415-75-3520|6561833597487687|Troy|Brooks|M|23771 Sanchez Avenue Apt. 922|South Haven|MI|49090|42.4041|-86.2542|13810|Agricultural engineer|1996-06-12|397728875125|adults_2550_male_urban.json
501-31-3556|4973239644028|Sean|Dorsey|M|26769 Jonathan Mill Suite 392|York|PA|17404|40.0023|-76.7712|175624|Environmental manager|1974-09-18|587211923258|adults_50up_male_urban.json
668-19-0766|4209140169332843|Elaine|Lewis|F|1998 Pamela Branch Suite 551|Brookfield|WI|53005|43.0622|-88.098|41111|Land/geomatics surveyor|1966-07-04|295677321717|adults_50up_female_urban.json
351-17-6374|675956999139|Juan|Walker|M|64332 Kiara Meadows|Weston|FL|33326|26.1158|-80.3681|53915|Dentist|1964-06-24|141362882663|adults_50up_male_urban.json
461-60-7650|4168066470700|Christine|Ward|F|0595 Claire Underpass|Skokie|IL|60076|42.0362|-87.7328|60240|Industrial buyer|1987-10-06|692070723666|adults_2550_female_urban.json
087-94-0616|4402740675826769|Chad|Carroll|M|2003 Lee Pass|Las Vegas|NV|89119|36.1008|-115.1365|1417793|Marketing executive|1980-10-14|930437202519|adults_2550_male_urban.json
815-34-6745|3549745979318393|Melissa|Duncan|F|984 Jonathan Squares Suite 099|Shepherdsville|KY|40165|38.0045|-85.6888|32726|International aid/development worker|2000-09-24|347092918408|young_adults_female_urban.json
888-37-9785|3526643223946126|Ashlee|Higgins|F|159 Hart Junction|Santa Rosa|CA|95401|38.4432|-122.7547|209844|Estate agent|1951-06-25|18259958249|adults_50up_female_urban.json
717-10-2990|4622398474225677|Nicole|Horton|F|882 Jamie Pine|Frederick|MD|21701|39.4461|-77.335|120323|Sports coach|1960-02-20|531068117177|adults_50up_female_urban.json
338-85-8957|4680613495647998463|Alexander|Shelton|M|794 Lee Springs Apt. 097|Fountain Valley|CA|92708|33.7102|-117.9503|56004|Designer, exhibition/display|1991-12-19|434656405306|adults_2550_male_urban.json
052-70-0973|3561662016555783|Jennifer|Ramirez|F|865 Walton Knolls Suite 512|Richmond|VA|23235|37.5133|-77.5646|536907|Forest/woodland manager|1931-01-22|474466155133|adults_50up_female_urban.json
006-01-0857|6558682405166545|Erika|Moore|F|4189 Fitzpatrick Avenue Apt. 338|Sunnyvale|CA|94087|37.3502|-122.0349|140482|Optometrist|1958-05-05|588033203866|adults_50up_female_urban.json
018-66-3824|370170363094429|Sydney|Hunt|F|20508 Anthony Rest Suite 134|Tolleson|AZ|85353|33.4347|-112.2774|31011|Technical sales engineer|1997-06-27|640002164869|adults_2550_female_urban.json
654-09-9952|38972452841352|James|Nelson|M|5073 Molina Lane|Hanna|IN|46340|41.4088|-86.7759|1068|Regulatory affairs officer|1957-09-28|17109731240|adults_50up_male_rural.json
330-64-3650|3505980260294423|Marie|Stokes|F|15892 Meyer Ridge|Austin|TX|78758|30.3764|-97.7078|940359|Adult guidance worker|1956-07-01|208171240155|adults_50up_female_urban.json
158-06-3726|2717774867595142|Austin|Lam|M|823 Vincent Throughway Apt. 958|Buffalo|NY|14227|42.8853|-78.7462|564824|Occupational hygienist|1995-08-15|565631436252|adults_2550_male_urban.json
109-74-6886|4326058694276749|Tanya|Clark|F|06629 Diane Row Apt. 518|Beulah|MO|65436|37.6158|-91.9064|91|Chemical engineer|1952-05-28|594718705680|adults_50up_female_rural.json
154-38-2404|6559469890623274|Nathaniel|Robinson|M|79890 Nicole Forks Suite 900|Wadsworth|IL|60083|42.446|-87.904|9838|Phytotherapist|1962-01-12|903301881157|adults_50up_male_urban.json
894-92-8883|4084779541767554|Dale|Warren|M|3781 Aguilar Islands|Santa Paula|CA|93060|34.3547|-119.0713|32811|Research officer, political party|1992-04-12|62717380926|adults_2550_male_urban.json
595-39-6056|180026838488762|Christine|Johnson|F|76123 Maldonado Falls|San Francisco|CA|94131|37.745|-122.4383|805301|Colour technologist|1988-12-24|695508338758|adults_2550_female_urban.json
618-04-5468|3588129886182071|Adam|Morales|M|07923 Maxwell Radial|Saint Cloud|FL|34772|28.1905|-81.2645|61432|Surveyor, building control|1958-09-22|425820145361|adults_50up_male_urban.json
622-30-3669|4497035067578968333|Gina|Vaughn|F|7312 Craig Isle|Lees Summit|MO|64064|38.9953|-94.3652|96149|Librarian, public|1975-10-28|45664631823|adults_2550_female_urban.json
865-99-5215|30052187993840|Michael|Ramirez|M|5883 Teresa Inlet|New Buffalo|MI|49117|41.7927|-86.746|3951|Bonds trader|2010-03-08|976282868977|young_adults_male_urban.json
053-84-1678|4503687156891093|Mark|Johns|M|780 Jesse Hollow Suite 568|Wayne|NJ|07470|40.9471|-74.2466|54717|Horticulturist, amenity|1997-06-12|452102880184|adults_2550_male_urban.json
589-38-0406|4640163295735|Peter|Hunter|M|59757 Carolyn Squares|Jefferson City|MO|65109|38.5773|-92.2443|68677|Data processing manager|1977-02-04|483881952218|adults_2550_male_urban.json
107-66-6448|213102915854233|Darrell|Evans|M|518 Sims Glens Apt. 966|Woodbine|NJ|08270|39.2716|-74.7968|8492|Aeronautical engineer|1999-12-12|515167300741|adults_2550_male_urban.json
308-38-6297|30462159584172|Debra|Frederick|F|1705 Stacy Expressway|Chicago|IL|60646|41.993|-87.7596|2680484|Camera operator|1991-01-20|732350422627|adults_2550_female_urban.json
415-73-9041|2261344760948374|Rita|Roberts|F|286 Beck Garden|Henderson|NV|89014|36.0564|-115.078|264999|Engineer, drilling|1988-03-14|889181374719|adults_2550_female_urban.json
435-82-5700|3599621836677199|Paul|Fritz|M|1025 Herman Harbors Apt. 022|Albuquerque|NM|87108|35.0726|-106.5749|641349|Contracting civil engineer|1964-02-26|767424968491|adults_50up_male_urban.json
276-79-9641|213113768367595|Patrick|Davis|M|152 Hill Lodge Apt. 440|Rio Rico|AZ|85648|31.5084|-111.0757|19080|Warehouse manager|1966-06-29|232633487326|adults_50up_male_urban.json
796-45-1027|30465642601867|Danielle|Walton|F|19956 Kelly Trace Apt. 277|Birmingham|AL|35222|33.5219|-86.7666|493806|Mining engineer|1986-05-06|970021833510|adults_2550_female_urban.json
832-12-4893|3503850255134441|Shaun|Ross|M|88390 Harrison Garden|Waukegan|IL|60085|42.3542|-87.8651|98692|Facilities manager|1986-12-08|275161824391|adults_2550_male_urban.json
283-49-1372|374932511497887|John|Holloway|M|20409 Mitchell Mill|Villa Park|IL|60181|41.8799|-87.9782|28836|Research scientist (life sciences)|1996-04-15|479535810823|adults_2550_male_urban.json
098-66-3184|060485800183|Karen|Sanchez|F|91511 Perez Orchard Suite 210|San Antonio|TX|78255|29.6701|-98.6873|1595797|Radiographer, diagnostic|1989-06-16|604724659943|adults_2550_female_urban.json
562-59-1595|676268564256|Philip|Combs|M|802 Short Shoals Apt. 315|Albuquerque|NM|87106|35.079|-106.6169|641349|General practice doctor|1999-08-22|773863796561|adults_2550_male_urban.json
201-02-6624|501823028656|William|Vazquez|M|052 Keith Court Apt. 420|La Quinta|CA|92253|33.6685|-116.3081|37262|Operations geologist|1990-04-13|525742040415|adults_2550_male_urban.json
106-41-1236|4992016633822224006|William|Hall|M|20562 Cody Shore|Denton|NC|27239|35.6196|-80.0959|9079|Visual merchandiser|1973-03-31|50498113795|adults_50up_male_urban.json
117-98-3404|4339133252861323942|Gabriela|Heath|F|2342 Evans Unions Suite 976|Phoenix|AZ|85051|33.5591|-112.1332|1312922|Accountant, chartered public finance|1968-07-27|288506966216|adults_50up_female_urban.json
525-56-7036|4209536773495|Joshua|Weber|M|735 Davenport Course|Leesburg|VA|20176|39.1821|-77.5359|73675|Lecturer, higher education|1975-11-10|196230002837|adults_2550_male_urban.json
414-48-5448|3547625380966414|Deborah|Patton|F|36952 Humphrey Tunnel Suite 665|Shawano|WI|54166|44.7851|-88.6036|17002|Exhibitions officer, museum/gallery|1975-01-19|229085239949|adults_50up_female_urban.json
595-90-6681|4324367924157120|Margaret|Boyer|F|83543 Jenkins Isle Suite 390|Tustin|CA|92780|33.7364|-117.8229|80773|Passenger transport manager|1974-02-04|110744839473|adults_50up_female_urban.json
749-69-2411|4939981615381168379|Brandon|Sanchez|M|72607 Kimberly Trail Apt. 148|Paoli|IN|47454|38.5507|-86.449|7688|Visual merchandiser|2005-05-19|895172598481|young_adults_male_urban.json
568-92-0313|213164931214636|Leslie|Evans|F|2542 Paul Squares Suite 563|Oklahoma City|OK|73129|35.4312|-97.4913|640470|Engineer, aeronautical|1970-05-25|118531854265|adults_50up_female_urban.json
143-96-9586|3503694811266499|Joe|Oliver|M|068 Jeffery Forges Apt. 016|Grand Island|NE|68801|40.9219|-98.3411|52565|Clinical cytogeneticist|1982-08-26|382981410274|adults_2550_male_urban.json
029-15-6576|3599490133344378|Thomas|Barnes|M|348 Juan Views Suite 101|Hope|ID|83836|48.2444|-116.2795|1033|Politician's assistant|2006-06-08|659250094381|young_adults_male_rural.json
039-10-4114|213116049910042|Matthew|Livingston|M|88661 Moon Bypass|Richfield|OH|44286|41.2371|-81.6467|6109|Buyer, industrial|1973-05-14|682367958650|adults_50up_male_urban.json
041-32-4784|4348548420353162|Antonio|Woods|M|9138 Brown Islands|Cache|OK|73527|34.6131|-98.6154|5184|Quarry manager|2000-06-28|936727565663|young_adults_male_urban.json
089-64-1901|4194024702885|Robert|Davis|M|28745 Regina Square|Scranton|PA|18509|41.4274|-75.6465|95251|Cabin crew|1968-11-18|234537735798|adults_50up_male_urban.json
488-66-6038|36463913810741|Lucas|Rodriguez|M|94232 Michael Wells Apt. 131|Louisville|KY|40203|38.2493|-85.7694|736284|Legal executive|1971-11-03|361712675221|adults_50up_male_urban.json
421-77-7100|4616845525274102|Charles|Cox|M|179 Meyer Knolls Suite 694|Columbus|OH|43223|39.9388|-83.0463|783285|Risk manager|1972-09-30|661208661076|adults_50up_male_urban.json
060-04-6050|2715675635584221|Joan|Ramsey|F|66256 Johnson Light Apt. 700|Mattawa|WA|99349|46.731|-119.7783|8483|Charity fundraiser|1986-07-08|941860817089|adults_2550_female_urban.json
282-15-3646|630486240876|Paula|Garcia|F|66890 Mcneil Unions|Colorado Springs|CO|80916|38.8076|-104.7403|525713|Chiropodist|1990-04-01|148115647223|adults_2550_female_urban.json
145-01-7729|6011381152232821|Christopher|Hawkins|M|84752 Michael Rest Suite 004|Phoenix|AZ|85029|33.5961|-112.1199|1312922|Chief Executive Officer|1952-03-31|794736512428|adults_50up_male_urban.json
275-58-9918|2245113505357220|Pamela|Schmidt|F|64157 Carol Mountain|Leesburg|GA|31763|31.6812|-84.1593|23304|Scientist, research (physical sciences)|1991-11-09|31096697472|adults_2550_female_urban.json
554-03-1193|571945341956|Seth|Martinez|M|447 Marsh Heights|Broomfield|CO|80023|39.9619|-105.0148|92337|Conservation officer, historic buildings|1996-05-05|41019526172|adults_2550_male_urban.json
088-83-8355|4063578037891216|Daniel|Guerrero|M|3699 Luis Isle Suite 575|El Paso|TX|79936|31.7677|-106.3016|749635|Therapist, drama|1988-12-18|337464879337|adults_2550_male_urban.json
787-03-8925|4906969045289860619|Nicholas|Price|M|3374 Wallace Cape Apt. 652|Newark|OH|43055|40.0724|-82.4046|59605|Producer, radio|1932-09-29|100563972722|adults_50up_male_urban.json
429-85-9178|2269802530843763|Luis|Martin|M|4477 Marcus Wells Apt. 842|Benzonia|MI|49616|44.5955|-86.0961|1974|Financial adviser|1936-07-30|157814049136|adults_50up_male_rural.json
179-28-4940|213104172415534|Terri|Sanders|F|8557 Singleton Prairie|Bend|OR|97701|44.0928|-121.2936|105390|Air cabin crew|1957-07-10|190628570290|adults_50up_female_urban.json
577-49-0245|4257033329594520|Tara|Charles|F|828 Perez Harbors Apt. 296|Marietta|OH|45750|39.4281|-81.4644|27785|Nurse, children's|1931-12-23|992926950551|adults_50up_female_urban.json
633-77-1486|30217429220415|Jennifer|Weaver|F|53926 Munoz Mountains|Lake Helen|FL|32744|28.9806|-81.2334|3588|Accountant, chartered public finance|1983-06-25|242219899408|adults_2550_female_urban.json
840-46-0541|4392804850227|Andrew|Davis|M|93335 Tracy Oval|Aurora|IL|60503|41.7199|-88.2548|206095|Chartered accountant|1963-04-17|67017393298|adults_50up_male_urban.json
060-83-0356|4616225647185595|Ellen|Acosta|F|04532 Christopher Lights|Saratoga Springs|NY|12866|43.0708|-73.7408|36915|Psychotherapist|1972-01-26|587473529268|adults_50up_female_urban.json
292-43-6175|4437019453911776664|Gerald|Cooper|M|612 Kristen Estate Apt. 578|Irving|TX|75062|32.8479|-96.974|217883|Automotive engineer|1962-07-26|727596577485|adults_50up_male_urban.json
817-93-0981|4311678706763538|Chad|Gonzalez|M|85921 Nicholas Roads Suite 856|Cape Coral|FL|33909|26.6939|-81.9452|156391|English as a second language teacher|1966-07-10|549376202512|adults_50up_male_urban.json
086-37-2495|3530003753989232|Michele|Jones|F|6598 James Fords|Boston|MA|02125|42.3148|-71.0672|386505|Computer games developer|1995-11-07|528155988656|adults_2550_female_urban.json
731-34-1693|30376591538200|Anna|Maxwell|F|5266 White Mills|Pittsburg|CA|94565|38.0031|-121.9172|84641|English as a second language teacher|1941-03-20|978700659687|adults_50up_female_urban.json
066-19-7993|4553375656976486|Jeremy|Carter|M|24945 Andrew Lodge Apt. 506|Baltimore|MD|21229|39.2856|-76.6899|635495|Technical sales engineer|1983-07-19|461998819980|adults_2550_male_urban.json
393-69-5470|5506276729350979|Kevin|Lewis|M|12914 Melton Shoals Suite 022|Santa Ana|CA|92703|33.7489|-117.9072|348131|Engineer, building services|1977-02-15|980509712242|adults_2550_male_urban.json
473-71-0103|4797251840703398216|Eduardo|Peters|M|37209 Stewart Stravenue|Ojai|CA|93023|34.4451|-119.2565|20589|Nutritional therapist|1975-10-15|440183628990|adults_2550_male_urban.json
456-02-6479|4328630112200|Roberto|Randall|M|426 Mejia Ways Apt. 336|Danbury|CT|06811|41.424|-73.4716|80882|Production engineer|2002-10-31|634262280816|young_adults_male_urban.json
024-66-2727|3571360549469204|Kristina|Wood|F|9013 Jose Land Apt. 935|Erie|PA|16509|42.0763|-80.0668|187498|Arts administrator|1948-12-18|720802328822|adults_50up_female_urban.json
080-14-5437|4175808038890441041|Amy|Allen|F|6851 Martha Field Apt. 483|Rome|NY|13440|43.2193|-75.4498|43037|Publishing rights manager|1939-01-12|503843877498|adults_50up_female_urban.json
361-65-0819|4901685647179|Sara|Hayes|F|19027 Richard Rest Apt. 716|Wrightsville|PA|17368|39.9966|-76.527|7322|Chief Financial Officer|1956-11-17|399890244822|adults_50up_female_urban.json
399-55-8477|6011199767598331|Christopher|Jones|M|505 Nicholas Glens|Kimbolton|OH|43749|40.1589|-81.549|2339|Marketing executive|1970-07-22|595469830101|adults_50up_male_rural.json
603-45-6914|372853533998243|Caitlin|Ross|F|77580 Erin Plains|Bowie|MD|20715|38.9797|-76.7435|95216|Geologist, wellsite|1956-04-12|467846623753|adults_50up_female_urban.json
562-63-9909|4302853272769|Jeffrey|Castro|M|5150 Luis Well|Fayetteville|GA|30215|33.3943|-84.4738|62578|Scientist, marine|1981-07-21|469439170479|adults_2550_male_urban.json
245-01-8919|30308972073820|Travis|Leon|M|1184 Luis Square Suite 863|Opa Locka|FL|33055|25.9476|-80.2778|107314|Accommodation manager|1957-08-16|664776037781|adults_50up_male_urban.json
009-57-1359|4024234473057775|Anna|Montgomery|F|99716 Mckinney Mews Suite 667|Kansas City|KS|66103|39.0668|-94.6282|150224|Optometrist|1987-02-03|44220964517|adults_2550_female_urban.json
625-93-6188|213134400952248|Tony|Downs|M|537 Susan Falls Apt. 191|Glasgow|KY|42141|36.9882|-85.9221|30349|Further education lecturer|1961-08-29|775773171965|adults_50up_male_urban.json
470-03-5929|3573601579115011|Andrew|Sanders|M|0080 Richard Points|Aurora|WV|26705|39.3181|-79.5764|1077|Teacher, music|1991-06-14|230716055937|adults_2550_male_rural.json
268-60-5510|3583354883571929|Brian|Duncan|M|146 Tara Station Suite 643|Los Angeles|CA|90039|34.1121|-118.2594|2383912|Designer, furniture|2001-10-11|962171225531|young_adults_male_urban.json
094-64-2273|4652824685492726|Donna|Williams|F|208 Beck Corners|Stone Mountain|GA|30083|33.7942|-84.2018|112402|Industrial buyer|1966-01-24|823201519716|adults_50up_female_urban.json
809-03-5237|2710854327163033|William|Flores|M|369 Lisa Corners Apt. 009|Laconia|NH|03246|43.5727|-71.4781|15963|Associate Professor|1971-10-29|904203673772|adults_50up_male_urban.json
603-31-1081|180081048028353|Melissa|Ramirez|F|929 Christy Forks Apt. 437|Barrington|IL|60010|42.1614|-88.1383|44095|Pensions consultant|1996-04-01|96313342564|adults_2550_female_urban.json
789-54-6454|4812268159474702|Shelby|Pruitt|F|10583 Alan Ridge|Fayetteville|NC|28311|35.1294|-78.8982|238602|Police officer|2001-03-31|662295995829|young_adults_female_urban.json
634-65-4755|4891426937650167|Robert|Simmons|M|776 Dominique Plains|Columbus|GA|31907|32.4779|-84.898|173903|Engineer, technical sales|1950-03-28|473460820226|adults_50up_male_urban.json
539-86-5858|502062762922|Clinton|Reynolds|M|809 Seth Locks Apt. 652|Sandy|UT|84092|40.5834|-111.7467|105585|Embryologist, clinical|1990-07-14|664177281037|adults_2550_male_urban.json
732-69-9982|675949935984|Brian|Morris|M|7265 James Burg Apt. 858|Redmond|WA|98052|47.6718|-122.1232|77226|Agricultural consultant|1970-12-31|31426652709|adults_50up_male_urban.json
728-38-2045|30165789391294|Tina|Roy|F|1887 Deborah Ville Suite 860|Bronx|NY|10463|40.8798|-73.9067|1382480|Banker|1977-06-19|716714238471|adults_2550_female_urban.json
793-06-0072|3544928787570307|Raymond|Lawrence|M|12501 Houston Camp|Mechanicsville|MD|20659|38.4293|-76.7254|23498|Research officer, political party|1964-04-14|185865727840|adults_50up_male_urban.json
773-03-6579|4222336931806204|Adam|Farley|M|24266 Jordan Valley|Saint Charles|MO|63301|38.8014|-90.5065|134684|Teacher, secondary school|1964-06-13|401369986541|adults_50up_male_urban.json
481-95-4724|060457144693|Jacob|Russell|M|0687 Michael Hollow Suite 534|Durham|NC|27705|36.0218|-78.9478|256789|Lawyer|1983-02-20|71831410729|adults_2550_male_urban.json
390-84-7031|180058348348350|Matthew|Duffy|M|7366 Holmes Garden|Oxnard|CA|93036|34.2351|-119.182|211523|Designer, exhibition/display|1961-07-20|945018641374|adults_50up_male_urban.json
831-59-7746|370894326983440|Dana|Cantrell|F|580 Johnson Stream Suite 505|Fort Lauderdale|FL|33304|26.1387|-80.1218|711693|Ambulance person|1952-07-23|191537849210|adults_50up_female_urban.json
276-52-7594|4073429390773724|Ryan|Garza|M|503 Bryan Dam Suite 851|Odessa|TX|79764|31.8767|-102.4375|137390|Manufacturing systems engineer|1952-02-06|743194490360|adults_50up_male_urban.json
706-90-0080|4028143531279433790|Scott|Chang|M|11235 Joshua Ways|Far Rockaway|NY|11691|40.6006|-73.758|71951|Dietitian|1973-07-06|392564756829|adults_50up_male_urban.json
472-34-2442|180062510857388|Corey|Espinoza|M|4514 Davila Union Apt. 935|Latrobe|PA|15650|40.2926|-79.4103|28432|Chief Marketing Officer|1994-04-13|524322703200|adults_2550_male_urban.json
312-45-5857|347062728167331|Jessica|Cruz|F|57562 Scott Courts|East Saint Louis|IL|62205|38.6149|-90.1275|58304|Early years teacher|1974-08-24|467091684054|adults_50up_female_urban.json
527-33-8614|2676209906931965|Cynthia|Tyler|F|951 Garner Circle|Naples|FL|34120|26.3304|-81.5871|276002|Insurance risk surveyor|1983-12-23|35801072865|adults_2550_female_urban.json
338-93-9670|213126731234387|Thomas|Schmidt|M|8514 Brian Land|Brooklyn|NY|11219|40.6336|-73.996|2504700|Translator|1977-03-26|269792279779|adults_2550_male_urban.json
